Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns Calories (per 30 min)_bc,Burns_Calories_Bin,BMI_Calc_Check,Burn Efficiency (Cal/Hr)
57,Female,80.95,1.86,162,145,70,2,1881,Cardio,27,3.5,5,3,23.4,3,227.24,90.97,61.08,2227,Other,Dinner,Low-Carb,48.97,2192.07,117.43,306.15,Steamed,40.15,109.06,3.9,Bicep Curls,5,21,Strengthens triceps and chest,346.73,"Lower Abs, Hip Flexors",Cable Machine or Resistance Band,Beginner,Back,Posterior,Hammer curls,23.4,1822.56,0.5,1.12,0.82,0.9,346.05,59.33,1255.16,8.01e+19,Medium,23.398658804486065,940.5
29,Female,85.93,1.65,183,128,71,2,1302,Yoga,31,3.5,4,3,31.6,3,192.79,77.27,52.16,2531,Other,Dinner,Balanced,35.13,218.23,258.26,151.8,Grilled,27.79,103.94,4.1,Plyo Squats,5,17,Improves core stability and balance,348.56,"Lower Back, Glutes",Dumbbells or Barbell,Intermediate,Back,Wrist Flexors,Concentration curls,31.56,1549.68,0.5,0.9,0.51,0.7,1229.4,59.3,1164.19,8.36e+19,Medium,31.562901744719934,651.0
22,Female,57.29,1.72,173,127,63,1,960,Cardio,19,1.6,3,2,19.4,4,165.41,65.52,44.05,1663,Other,Lunch,Paleo,8.3,1112.63,97.53,122.59,Fried,57.34,78.83,1.2,Renegade Rows,4,23,Builds explosive power,333.52,Calves,Low Bar or TRX,Beginner,Arms,Lateral,Romanian deadlifts,19.37,1320.17,0.5,1.14,0.59,0.74,703.0,46.13,667.04,5.83e+19,Low,19.365197404002163,960.0
37,Female,77.09,1.82,192,121,50,1,1598,Strength,25,2.8,4,2,23.3,3,191.14,76.53,50.57,2216,Other,Lunch,Low-Carb,2.86,2401.85,109.64,332.16,Baked,39.68,60.98,2.4,Plyo Squats,4,19,Improves flexibility,344.29,Calves,Pull-up Bar,Beginner,Chest,Lower Chest,Hammer curl,23.27,1525.81,0.5,0.99,0.5,0.63,617.6,57.97,1019.1,7.56e+19,Medium,23.273155416012557,1598.0
47,Male,66.84,1.75,199,146,56,1,1490,HIIT,23,2.5,3,2,21.8,4,236.36,94.86,62.64,1661,Other,Breakfast,Paleo,26.77,2474.33,121.86,310.71,Grilled,47.34,49.75,3.8,Wall Angels,3,15,Improves shoulder health and posture,201.0,"Lower Chest, Triceps",None or Dumbbells,Advanced,Abs,Anterior,Wrist curl,21.83,1888.64,0.5,1.42,0.63,0.73,170.64,51.17,454.26,9.36e+17,Low,21.825306122448982,1490.0
20,Female,63.44,1.78,188,137,61,2,1767,Cardio,18,2.7,4,3,20.0,2,269.88,107.75,71.92,1791,Other,Lunch,Vegan,12.9,1206.84,221.78,467.98,Raw,6.08,45.55,3.9,Jumping Jacks,5,18,Strengthens triceps and chest,363.88,"Chest, Triceps",Dumbbells,Beginner,Forearms,Middle,Barbell squats,20.02,2157.8,0.5,1.7,0.6,0.73,24.36,51.95,1237.19,1.19e+20,Very High,20.022724403484407,883.5
31,Female,64.91,1.62,186,128,63,1,573,Strength,27,3.4,2,1,24.7,2,244.39,97.94,65.11,1823,Other,Breakfast,Keto,41.59,1906.18,42.41,220.77,Raw,42.0,86.21,2.8,Wall Angels,4,23,Builds back strength,345.25,"Quadriceps, Calves, Glutes",Barbell,Beginner,Back,Quads,Leg press,24.73,1955.31,0.5,1.51,0.53,0.69,1249.84,47.34,400.49,7.74e+19,Medium,24.733272367017218,573.0
47,Male,79.36,1.77,172,149,68,1,482,Yoga,25,3.5,3,1,25.3,4,254.49,101.67,68.53,2020,Other,Breakfast,Vegan,20.48,898.67,7.24,133.58,Raw,53.0,36.67,4.4,Prone Cobras,5,15,Improves posture and strengthens upper back,348.16,"Lower Abs, Hip Flexors",Box or Platform,Advanced,Chest,Lateral,Triceps dips,25.33,2041.41,0.5,1.28,0.78,0.87,1538.2,59.66,508.31,8.28e+19,Medium,25.331162820390052,482.0
41,Male,78.49,1.72,172,132,62,1,962,Cardio,28,3.1,4,2,26.5,4,274.63,109.21,72.76,2132,Other,Lunch,Low-Carb,35.47,956.06,199.91,398.59,Boiled,29.24,44.57,4.4,Prone Cobras,5,16,Targets upper chest,358.61,"Lower Chest, Triceps",Pull-up Bar,Intermediate,Arms,Lateral,Bent-over lateral raises,26.53,2190.2,0.5,1.39,0.64,0.77,1170.4,56.81,717.22,1.05e+20,High,26.531233098972418,962.0
24,Male,59.48,1.5,199,132,60,1,903,Yoga,30,2.0,3,2,26.4,4,350.52,140.32,93.13,1696,Other,Dinner,Keto,39.24,300.44,58.76,388.59,Fried,41.56,76.39,4.6,Tricep Dips,5,24,Advanced core exercise,368.36,"Upper Chest, Triceps",Barbell,Advanced,Legs,Quads,Pull-ups,26.44,2801.53,0.5,2.36,0.52,0.66,793.0,41.85,920.9,1.31e+20,Very High,26.435555555555553,903.0
43,Male,113.21,1.83,161,134,63,1,1558,Strength,32,2.9,4,2,33.8,3,285.0,114.94,76.89,2897,Other,Lunch,Low-Carb,26.08,2342.96,294.31,120.06,Grilled,22.55,103.99,1.2,Turkish Get-ups,3,10,Strengthens lower abs and hip flexors,154.53,"Lower Abs, Hip Flexors","Bench, Barbell",Advanced,Legs,Lats,Towel pull-up,33.81,2291.77,0.5,1.02,0.73,0.83,1339.21,77.16,445.05,1.1e+17,Low,33.80513004270058,1558.0
58,Male,50.39,1.67,191,125,72,1,1500,Strength,24,2.3,4,2,18.1,3,156.73,63.41,41.84,1465,Other,Dinner,Vegetarian,35.56,1274.08,92.01,101.24,Fried,59.05,65.22,2.6,Step-ups,5,17,Targets biceps and forearms,357.58,"Rear Deltoids, Upper Back",Wall,Beginner,Chest,Quads,Bent-over lateral raises,18.07,1257.12,0.5,1.26,0.45,0.66,-34.95,38.43,994.07,1.03e+20,High,18.06805550575496,1500.0
44,Female,77.36,1.79,198,165,53,1,1386,Strength,29,2.2,3,1,24.1,2,212.15,83.88,56.47,2144,Other,Breakfast,Paleo,28.58,1726.84,140.41,485.29,Boiled,54.32,110.8,4.2,Incline Push-ups,5,18,Strengthens back and legs,361.43,"Chest, Triceps",Step or Box,Beginner,Shoulders,Lower,Dumbbell rows,24.14,1692.35,0.5,1.08,0.77,0.83,758.0,55.2,1012.0,1.12e+20,Very High,24.144065416185512,1386.0
52,Female,71.11,1.58,180,164,67,1,742,Yoga,31,2.0,3,2,28.5,3,304.36,122.68,81.5,2075,Other,Snack,Paleo,26.1,154.72,280.56,336.49,Boiled,42.99,20.86,4.5,Step-ups,4,16,Targets lower chest,352.76,Full Body,Barbell,Beginner,Arms,Wrist Flexors,Bicep Curls,28.49,2441.66,0.5,1.73,0.85,0.91,1333.4,49.38,726.69,9.22e+19,High,28.485018426534204,742.0
43,Female,65.91,1.83,178,137,59,1,1207,Strength,21,2.4,3,2,19.7,3,231.29,92.24,60.96,1722,Other,Snack,Keto,39.15,278.0,126.74,450.14,Baked,20.45,104.88,4.3,Lateral Raises,5,21,Strengthens triceps and chest,341.72,"Upper Back, Rear Deltoids",Low Bar or TRX,Advanced,Chest,Wrist Extensors,Concentration curls,19.68,1842.76,0.5,1.4,0.65,0.77,515.42,51.97,765.45,7.11e+19,Medium,19.681089312908714,1207.0
23,Female,106.75,1.94,198,120,73,1,898,Yoga,31,2.9,2,1,28.4,3,153.48,62.01,41.09,2658,Other,Snack,Vegan,0.98,707.04,285.67,298.05,Fried,17.16,116.51,1.7,Inverted Rows,5,15,Targets abdominal muscles,343.6,Shoulders,Dumbbells or Barbell,Intermediate,Back,Quads,Russian twists,28.36,1231.77,0.5,0.58,0.38,0.61,1759.58,73.93,934.59,7.44e+19,Medium,28.363800616431078,898.0
58,Female,75.8,1.78,161,140,63,1,1134,Strength,25,2.5,4,2,23.9,3,154.32,61.64,40.91,2104,Other,Breakfast,Vegan,-0.08,2459.84,195.81,457.6,Baked,21.98,105.1,2.0,Thrusters,4,22,Targets upper chest,348.77,"Core, Lower Back",Cable Machine or Resistance Band,Intermediate,Chest,Quads,Decline dumbbell flyes,23.92,1232.03,0.5,0.81,0.78,0.87,970.0,56.86,732.42,8.4e+19,High,23.923747001641207,1134.0
59,Female,55.0,1.57,164,169,64,1,574,Strength,25,2.3,3,1,22.3,3,269.22,106.76,71.31,1515,Other,Dinner,Balanced,11.11,1491.13,8.61,259.42,Boiled,42.21,67.1,3.7,Thrusters,5,19,Enhances full-body coordination and stability,352.6,"Core, Obliques",Dumbbells or Barbell,Beginner,Chest,Anterior,Triceps dips,22.31,2145.71,0.5,1.94,1.05,1.03,940.8,41.47,409.02,9.19e+19,High,22.313278429145196,574.0
41,Male,62.12,1.64,166,131,68,2,1500,Yoga,22,2.7,4,3,23.1,2,219.02,87.53,58.94,1791,Other,Dinner,Keto,16.68,1068.62,153.34,262.96,Steamed,21.04,77.26,4.5,Box Jumps,5,25,Improves lower back strength,351.29,"Legs, Shoulders, Core",Dumbbells,Advanced,Legs,Lats,Bicep Curls,23.1,1756.66,0.5,1.41,0.64,0.79,291.1,48.68,1348.95,8.91e+19,High,23.096371207614517,750.0
54,Male,55.19,1.71,164,152,67,1,686,Cardio,20,2.8,2,1,18.9,2,287.53,114.14,76.48,1574,Other,Lunch,Paleo,41.66,2092.06,284.95,172.19,Baked,38.89,104.86,4.7,Bicycle Crunches,4,15,Improves shoulder health and posture,350.97,"Shoulders, Triceps",Barbell,Advanced,Legs,Wrist Flexors,Seated calf raises,18.87,2295.0,0.5,2.07,0.87,0.93,888.22,44.02,547.51,8.85e+19,High,18.874183509455904,686.0
38,Male,76.51,1.58,199,130,53,1,735,Strength,30,2.3,2,1,30.6,4,203.59,82.56,54.51,1934,Other,Breakfast,Paleo,7.72,1851.38,284.17,189.3,Fried,29.07,14.54,1.0,Windshield Wipers,5,24,Strengthens back and improves posture,350.31,"Core, Shoulders, Legs",Cable Machine or Resistance Band,Advanced,Shoulders,Lats,Bent-over rows,30.65,1635.19,0.5,1.08,0.52,0.65,1199.4,53.18,518.46,8.71e+19,High,30.648133311969232,735.0
55,Male,129.82,1.73,188,155,60,1,673,Strength,35,3.1,3,1,43.4,4,250.71,100.18,66.81,3438,Other,Dinner,Paleo,21.15,592.85,281.48,442.34,Boiled,54.86,118.34,2.8,Dragon Flags,5,16,Improves back strength and posture,362.37,Lower Abs,Dumbbells or Barbell,Intermediate,Back,Upper,Hyperextensions,43.38,2004.85,0.5,0.77,0.74,0.83,2765.41,84.38,492.82,1.15e+20,Very High,43.37598984262755,673.0
50,Male,57.21,1.6,196,141,61,2,2215,Strength,24,2.7,5,3,22.4,4,213.45,85.7,57.19,1635,Other,Breakfast,Low-Carb,42.63,622.54,266.98,395.6,Roasted,39.12,14.33,4.8,Dragon Flags,4,22,Targets upper chest,360.65,"Lower Back, Glutes",Dumbbells or Barbell,Beginner,Shoulders,Triceps,Lateral raises,22.35,1711.31,0.5,1.5,0.59,0.72,-579.7,43.61,1363.26,1.1e+20,Very High,22.347656249999996,1107.5
36,Female,55.99,1.95,183,128,64,1,1153,Strength,16,3.4,4,2,14.7,3,284.43,114.79,76.75,1595,Other,Breakfast,Balanced,47.87,798.14,7.48,479.07,Boiled,45.39,100.23,2.2,Deadlift,5,24,Improves shoulder health and posture,345.52,"Triceps, Chest",None or Dumbbell,Beginner,Abs,Grip Strength,Hammer curl,14.72,2287.63,0.5,2.05,0.54,0.7,442.29,47.25,739.41,7.79e+19,Medium,14.724523339907957,1153.0
42,Male,71.82,1.69,177,148,61,1,1412,HIIT,27,2.3,3,2,25.2,3,220.2,87.94,58.38,1854,Other,Breakfast,Vegetarian,27.08,1471.1,182.55,388.91,Boiled,21.43,54.02,1.9,Scissors Kicks,5,23,Improves balance and leg strength,338.67,"Core, Lower Back",Barbell,Advanced,Chest,Lower Chest,Leg press,25.15,1757.98,0.5,1.22,0.75,0.84,441.6,52.5,724.75,6.61e+19,Medium,25.14617835509961,1412.0
52,Male,79.69,1.59,166,163,59,1,998,Yoga,30,1.5,3,2,31.5,3,253.55,101.05,68.07,2154,Other,Lunch,Keto,13.1,1885.25,34.88,431.58,Roasted,42.4,23.94,2.0,Leg Raises,5,15,Targets lower chest,355.92,"Back, Biceps",Box or Platform,Intermediate,Abs,Posterior,Fat grip dumbbell curl,31.52,2031.03,0.5,1.27,0.97,0.98,1155.7,55.48,989.46,9.92e+19,High,31.521696135437676,998.0
54,Female,69.62,1.52,180,139,65,1,667,Cardio,34,2.1,2,1,30.1,3,406.53,162.06,108.07,1773,Other,Breakfast,Balanced,41.91,119.79,118.55,411.4,Fried,4.96,105.96,4.1,Plyo Squats,5,21,Builds shoulder width,345.02,"Biceps, Forearms",Dumbbells or Barbell,Beginner,Shoulders,Lower Chest,Fat grip dumbbell curl,30.13,3246.99,0.5,2.33,0.64,0.77,1106.02,45.63,524.43,7.69e+19,Medium,30.13331024930748,667.0
24,Male,72.44,1.76,175,127,68,1,1051,HIIT,25,1.5,3,1,23.4,2,218.48,87.19,58.56,1970,Other,Snack,Balanced,18.43,1715.32,7.62,431.53,Boiled,35.01,75.66,4.9,Kettlebell Swings,4,21,Builds back strength,371.22,Shoulders,Resistance Band,Advanced,Abs,Wrist Flexors,Wrist extension,23.39,1749.72,0.5,1.2,0.56,0.73,919.21,53.98,645.92,1.4e+20,Very High,23.385847107438018,1051.0
18,Male,64.87,1.55,184,161,59,1,1524,Strength,28,2.2,3,2,27.0,2,240.35,94.11,63.88,1837,Other,Snack,Paleo,47.73,1959.19,167.6,309.07,Steamed,46.55,87.95,4.2,Renegade Rows,5,23,Builds unilateral leg strength and balance,358.45,Calves,Low Bar or TRX,Advanced,Abs,Triceps,Bird dog,27.0,1912.76,0.5,1.45,0.81,0.87,312.93,46.71,1010.83,1.05e+20,High,27.001040582726326,1524.0
25,Male,57.66,1.58,188,145,52,1,972,Yoga,23,2.2,3,2,23.1,3,221.77,88.75,58.74,1522,Other,Dinner,Low-Carb,5.89,334.96,213.21,214.87,Fried,10.2,97.8,3.1,Lunges,5,15,Improves core stability and upper body strength,367.01,"Lower Back, Glutes",Wall,Beginner,Back,Wrist Flexors,Pull-ups,23.1,1770.74,0.5,1.54,0.68,0.77,550.0,44.25,990.93,1.27e+20,Very High,23.097260054478443,972.0
59,Male,85.96,1.67,190,144,71,2,1543,Yoga,33,3.5,5,3,30.8,2,215.38,85.62,57.09,2359,Other,Dinner,Balanced,39.94,1046.26,183.2,427.57,Baked,37.61,18.89,4.5,Scissors Kicks,4,25,Strengthens lower abs and hip flexors,366.5,"Lower Abs, Hip Flexors",None or Dumbbell,Beginner,Legs,Wrist Extensors,Hammer curl,30.82,1717.81,0.5,1.0,0.61,0.76,815.79,57.91,1451.34,1.26e+20,Very High,30.82218795941052,771.5
36,Male,90.2,1.65,169,157,71,1,999,Yoga,33,3.4,4,2,33.1,3,241.4,95.77,63.92,2744,Other,Snack,Vegetarian,40.11,227.85,149.08,473.2,Roasted,34.22,69.33,4.2,Plyo Squats,4,15,Strengthens triceps and chest,352.51,"Upper Chest, Triceps",Wall,Beginner,Shoulders,Grip Strength,Triceps dips,33.13,1923.96,0.5,1.06,0.88,0.93,1744.87,60.6,979.98,9.17e+19,High,33.131313131313135,999.0
59,Female,59.73,1.76,194,119,53,2,2024,Strength,21,2.7,5,3,19.3,3,202.52,80.69,54.04,1701,Other,Lunch,Balanced,34.98,2114.76,127.16,450.2,Boiled,59.51,66.21,2.3,Deadlifts,5,15,Targets obliques and improves core rotation,337.13,"Shoulders, Triceps","Bench, Barbell",Beginner,Arms,Posterior,Skull crushers,19.28,1619.2,0.5,1.35,0.47,0.62,-323.1,47.48,1166.47,6.37e+19,Low,19.282670454545453,1012.0
25,Female,62.26,1.64,174,142,61,1,1190,Strength,26,2.2,3,1,23.2,4,278.8,111.0,73.69,1830,Other,Dinner,Paleo,9.29,972.28,230.49,264.79,Baked,42.1,36.28,3.6,Bench Press,5,18,Builds calf muscles,363.3,"Back, Biceps",Barbell,Advanced,Shoulders,Grip Strength,Hammer curls,23.15,2222.41,0.5,1.78,0.72,0.82,639.84,46.26,871.92,1.17e+20,Very High,23.14842355740631,1190.0
21,Female,50.44,1.53,171,154,67,1,1307,HIIT,26,2.6,3,1,21.6,4,211.07,85.1,56.88,1322,Other,Snack,Vegan,20.81,556.85,163.43,300.13,Roasted,41.44,39.86,3.5,Zottman Curls,5,24,Improves core stability,336.32,"Back, Biceps",None or Dumbbells,Advanced,Legs,Middle,Russian twists,21.55,1696.6,0.5,1.69,0.84,0.91,15.2,37.18,726.45,6.25e+19,Low,21.54726814473066,1307.0
31,Female,61.1,1.76,188,150,67,2,2119,Strength,21,2.7,4,3,19.7,3,185.71,73.74,49.11,1766,Other,Dinner,Low-Carb,17.4,836.34,154.04,315.08,Boiled,22.75,11.93,2.7,Deadlifts,5,15,Builds back strength,356.51,Core,Cable Machine or Resistance Band,Advanced,Arms,Wrist Extensors,Triceps pushdowns,19.72,1479.79,0.5,1.21,0.68,0.79,-353.33,47.98,1290.57,1.01e+20,High,19.72494834710744,1059.5
31,Female,60.31,1.76,190,150,67,2,1410,Yoga,22,2.7,4,3,19.5,3,184.95,74.07,49.68,1646,Other,Breakfast,Low-Carb,17.12,831.02,155.25,307.51,Fried,22.85,12.72,2.7,Dragon Flags,5,15,Full body workout,355.77,"Back, Biceps",Barbell,Intermediate,Chest,Lateral,Bicep Curls,19.47,1483.2,0.5,1.23,0.68,0.79,236.37,47.01,1287.89,9.89e+19,High,19.469912190082646,705.0
33,Female,78.01,1.71,187,136,58,1,714,Yoga,25,2.1,3,1,26.7,2,349.37,139.96,92.62,2132,Other,Dinner,Low-Carb,15.81,1588.12,83.28,234.45,Roasted,52.6,86.64,1.2,Calf Raises,4,19,Improves core stability and balance,364.95,"Glutes, Hamstrings, Core",Step or Box,Advanced,Abs,Lower Chest,Triceps pushdowns,26.68,2790.9,0.5,1.79,0.6,0.73,1417.9,58.14,788.29,1.22e+20,Very High,26.678294175985776,714.0
40,Female,93.4,1.93,188,157,60,1,1365,Strength,28,2.0,3,1,25.1,2,253.63,102.01,67.91,2562,Other,Breakfast,Keto,10.94,1578.02,251.07,364.88,Grilled,30.0,7.7,1.6,Bird Dogs,4,18,Strengthens triceps and chest,361.03,"Legs, Shoulders, Core",Cable Machine,Beginner,Shoulders,Grip Strength,Leg extensions,25.07,2033.75,0.5,1.09,0.76,0.84,1197.04,67.24,996.44,1.11e+20,Very High,25.07449864425891,1365.0
34,Female,64.6,1.62,174,145,62,2,1364,Yoga,27,2.7,5,3,24.6,3,209.02,83.32,55.72,1937,Other,Dinner,Paleo,20.99,1451.66,204.53,170.75,Fried,55.86,79.66,3.2,Bicycle Crunches,5,22,Builds lower body power,364.6,"Core, Shoulders, Hips",Bench or Sturdy Surface,Advanced,Forearms,Anterior,Overhead triceps extensions,24.62,1670.84,0.5,1.29,0.74,0.84,573.05,46.88,1276.1,1.21e+20,Very High,24.615150129553413,682.0
46,Female,58.37,1.53,196,140,62,2,1903,Cardio,25,2.7,4,3,24.9,2,197.74,77.58,52.02,1699,Other,Snack,Low-Carb,18.62,1854.25,290.86,184.79,Baked,59.24,54.11,3.8,Superman,4,16,Improves lower back strength,333.87,"Glutes, Hamstrings",Step or Box,Beginner,Forearms,Lower Chest,Russian twists,24.93,1569.46,0.5,1.33,0.58,0.71,-204.2,43.74,1221.96,5.88e+19,Low,24.934854115938315,951.5
36,Male,100.15,1.99,189,148,73,1,870,Yoga,28,2.5,3,1,25.3,3,195.25,78.19,52.18,2438,Other,Snack,Low-Carb,3.64,690.09,70.64,464.66,Grilled,58.79,63.23,2.2,Scissors Kicks,4,21,Full body workout,346.57,"Glutes, Hamstrings, Core",Wall,Beginner,Legs,Triceps,Decline cable crossovers,25.29,1563.38,0.5,0.78,0.64,0.78,1567.59,72.48,914.94,7.98e+19,Medium,25.289765409964396,870.0
47,Female,49.81,1.69,178,147,64,1,1420,Cardio,21,1.7,3,2,17.4,2,247.95,100.29,66.38,1489,Other,Breakfast,Keto,15.3,424.32,196.4,369.66,Boiled,45.97,55.3,2.7,Lat Pulldowns,5,24,Builds upper body strength,359.13,Shoulders,Dumbbells or Barbell,Beginner,Back,Lower,Military press,17.44,1990.38,0.5,2.01,0.73,0.83,69.38,39.12,1063.02,1.07e+20,High,17.43986555092609,1420.0
33,Female,53.23,1.52,194,126,73,1,1232,HIIT,29,2.3,2,1,23.0,2,241.76,96.47,64.62,1430,Other,Dinner,Keto,5.11,1516.71,216.84,293.83,Steamed,16.92,10.75,3.2,Dragon Flags,4,16,Strengthens lower abs,335.88,"Glutes, Hamstrings",Wall,Advanced,Shoulders,Upper,Close-grip bench press,23.04,1934.5,0.5,1.81,0.44,0.65,198.04,37.76,685.2,6.18e+19,Low,23.03930055401662,1232.0
48,Male,87.27,1.76,183,156,67,2,1882,Cardio,28,3.5,5,3,28.2,3,346.22,138.71,92.38,2539,Other,Dinner,Balanced,3.41,1051.7,285.73,396.2,Fried,51.83,17.43,3.6,Rows,4,25,Improves back strength and posture,366.21,"Legs, Shoulders, Core",Wall,Advanced,Legs,Wrist Extensors,Hanging leg raises,28.17,2771.14,0.5,1.59,0.77,0.85,656.6,62.68,1325.68,1.25e+20,Very High,28.17342458677686,941.0
47,Female,127.97,1.65,198,157,60,1,686,Cardio,35,3.5,2,1,47.0,3,241.83,97.54,65.13,3256,Other,Breakfast,Keto,42.1,255.48,268.59,307.6,Grilled,18.91,52.01,1.7,Kettlebell Swings,5,16,Improves core rotation strength,379.1,Calves,Pull-up Bar,Beginner,Back,Posterior,Crunches,47.0,1943.65,0.5,0.76,0.7,0.79,2569.6,83.18,591.4,1.66e+20,Very High,47.004591368227736,686.0
43,Female,61.54,1.58,165,149,50,2,1955,Cardio,26,2.7,5,3,24.6,4,341.29,136.37,91.36,1730,Other,Lunch,Balanced,31.09,445.45,178.05,471.81,Steamed,22.91,109.11,1.3,Bear Crawls,4,18,Targets lower abs,367.34,Lower Abs,Bench or Sturdy Surface,Advanced,Legs,Wrist Extensors,Decline dumbbell flyes,24.65,2732.88,0.5,2.22,0.86,0.9,-225.2,45.82,1381.2,1.28e+20,Very High,24.651498157346573,977.5
29,Female,58.86,1.61,198,122,72,1,1572,HIIT,24,2.0,3,2,22.7,2,218.15,86.99,58.49,1653,Other,Snack,Keto,10.39,322.83,2.98,432.94,Boiled,51.01,26.6,2.9,Turkish Get-ups,4,16,Strengthens lower body,349.59,"Chest, Triceps",Barbell,Intermediate,Forearms,Wrist Flexors,Barbell squats,22.71,1746.97,0.5,1.48,0.39,0.61,80.89,44.48,832.02,8.57e+19,High,22.707457274024918,1572.0
41,Male,94.19,2.0,179,136,69,1,1441,HIIT,26,3.7,3,1,23.6,3,355.54,142.43,94.6,2650,Other,Dinner,Keto,26.5,561.25,213.91,148.4,Raw,44.5,9.39,2.3,Bulgarian Split Squats,3,12,Builds lower body power,259.83,Lower Abs,Parallel Bars or Chair,Advanced,Abs,Wrist Flexors,Triceps dips,23.55,2843.28,0.5,1.51,0.61,0.76,1208.79,69.38,618.4,7.6e+18,Low,23.5475,1441.0
55,Male,117.69,1.72,163,168,67,1,668,Cardio,35,2.6,3,1,39.8,3,210.05,83.78,55.66,3159,Other,Dinner,Low-Carb,8.17,871.86,94.69,132.46,Raw,18.74,48.2,1.3,Pull-ups,5,24,Targets biceps and forearms,345.59,"Quadriceps, Calves, Glutes",Step or Box,Advanced,Forearms,Posterior,Russian twists,39.78,1676.26,0.5,0.71,1.05,1.03,2491.42,76.5,525.3,7.8e+19,Medium,39.7816387236344,668.0
33,Male,58.21,1.67,175,124,55,1,802,Cardio,22,1.9,3,1,20.9,2,247.66,98.21,65.95,1647,Other,Lunch,Low-Carb,43.06,2109.54,211.44,401.97,Fried,54.46,6.36,4.7,Rows,5,22,Improves coordination and cardiovascular health,360.7,"Quadriceps, Calves, Glutes",Dumbbells,Intermediate,Arms,Lower Chest,Seated cable rows,20.87,1977.03,0.5,1.69,0.57,0.71,845.47,45.49,656.47,1.11e+20,Very High,20.872028398293235,802.0
19,Male,73.14,1.79,178,125,61,1,528,Yoga,22,1.6,3,1,22.8,3,218.49,86.89,58.55,2012,Other,Dinner,Vegetarian,5.24,1176.13,251.42,367.35,Baked,12.23,43.97,1.1,Bird Dogs,4,25,Strengthens shoulders,333.91,"Back, Biceps",Resistance Band or Cable Machine,Advanced,Arms,Lateral,Leg raises,22.83,1748.47,0.5,1.19,0.54,0.7,1483.52,56.81,534.26,5.89e+19,Low,22.82700290253113,528.0
56,Male,90.55,1.61,163,168,51,1,1000,Yoga,33,2.3,3,2,34.9,3,270.41,109.23,72.0,2494,Other,Dinner,Low-Carb,17.55,394.9,67.59,492.83,Grilled,32.68,81.46,2.3,Jumping Jacks,4,19,Improves core rotation strength,341.62,"Core, Shoulders, Legs",Wall,Intermediate,Abs,Quads,Bent-over lateral raises,34.93,2166.56,0.5,1.21,1.05,1.03,1494.03,60.29,949.7,7.1e+19,Medium,34.93306585394082,1000.0
41,Female,55.17,1.55,175,169,65,1,1914,HIIT,28,2.0,4,2,23.0,2,216.38,86.22,58.0,1574,Other,Breakfast,Vegan,10.72,1023.98,237.82,347.33,Baked,22.53,111.87,3.9,Push Ups,5,17,Improves coordination and cardiovascular health,337.65,"Triceps, Chest",None or Dumbbells,Advanced,Back,Posterior,Barbell squats,22.96,1732.4,0.5,1.56,0.94,0.96,-340.0,39.75,979.18,6.45e+19,Medium,22.963579604578563,1914.0
50,Male,96.19,1.72,188,125,62,1,1057,Yoga,33,2.7,3,2,32.5,3,301.1,120.14,80.48,2767,Other,Breakfast,Low-Carb,0.1,437.44,264.57,251.39,Roasted,46.56,16.69,4.4,Incline Push-ups,5,20,Builds lower body power and endurance,355.96,"Shoulders, Triceps",Wall,Advanced,Shoulders,Middle,Hanging leg raises,32.51,2409.28,0.5,1.25,0.5,0.66,1710.36,64.48,1046.52,9.93e+19,High,32.51419686316928,1057.0
29,Male,68.77,1.72,171,167,62,1,786,Yoga,23,1.7,4,2,23.2,2,234.33,94.14,62.56,2020,Other,Breakfast,Low-Carb,8.26,1853.21,35.23,452.2,Baked,18.71,19.8,1.7,Frog Jumps,5,15,Improves core stability and balance,345.41,"Upper Back, Rear Deltoids",Box or Platform,Advanced,Shoulders,Middle,Barbell squats,23.25,1876.92,0.5,1.37,0.97,0.98,1233.89,52.61,752.99,7.77e+19,Medium,23.245673336938886,786.0
22,Male,55.08,1.62,166,144,68,2,1900,Strength,23,2.7,4,3,21.0,4,193.87,78.36,51.94,1724,Other,Lunch,Vegan,24.88,820.7,28.87,298.3,Raw,57.47,96.52,4.6,Lat Pulldowns,4,23,Targets lower chest,343.51,Full Core,Box or Platform,Advanced,Shoulders,Lower Chest,Decline dumbbell flyes,20.99,1556.38,0.5,1.42,0.78,0.87,-175.77,42.51,1112.97,7.42e+19,Medium,20.987654320987648,950.0
